168.6666667[h]	0256	0323	01	012	0122	021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153.3333333[h]	0323	02	0212	0121	013	0321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168.6666667[h]	0232	021	0121	021	0213	0231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153.3333333[h]	032	0212	021	0212	0213	03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145.6666667[h]	0323	0121	021	012	021	0231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161.0000000[h]	0232	021	0212	0231	0231	012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168.6666667[h]	0323	021	01	0213	0321	012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168.6666667[h]	0232	0212	0321	021	0321	0121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153.3333333[h]	0323	0121	032	0321	032	021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176.3333333[h]	0232	021	0132	0321	0132	032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161.0000000[h]	0323	021	0132	0321	012	03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153.3333333[h]	0232	0212	012	02	0121	021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
