168.6666667[h]	337	328	340	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153.3333333[h]	324	342	330	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168.6666667[h]	321	322	330	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153.3333333[h]	322	320	338	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145.6666667[h]	324	331	325	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161.0000000[h]	324	326	334	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168.6666667[h]	330	329	320	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168.6666667[h]	325	331	335	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153.3333333[h]	331	320	334	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176.3333333[h]	322	329	333	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161.0000000[h]	323	325	330	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153.3333333[h]	320	334	331	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
